Book|Page|Subject|Predicate|Object
Game Of Thrones|195|Ser Rodrik|tried to tug at|whiskers
Game Of Thrones|196|Catelyn|smiled at|Masha Heddle
Game Of Thrones|196|Masha Heddle|is bowing and smiling|her hideous red smile
Game Of Thrones|197|Catelyn Stark|said to|an older man
Game Of Thrones|197|Catelyn Stark|asked|to three men at arms by the fire
Game Of Thrones|198|Tyrion Lannister|conspired to murder|a boy of seven
Game Of Thrones|198|Catelyn Stark|called upon Ser Rodrik to seize and help return|Tyrion Lannister
Game Of Thrones|200|Jory|rides|warhorse
Game Of Thrones|201|Sansa Stark|has the Tully look|Lord Petyr Baelish
Game Of Thrones|202|Sansa|is given|places of high honor
Game Of Thrones|202|Sansa|sat to the right of|Prince Joffrey
Game Of Thrones|202|Joffrey|wore a deep blue doublet studded with|golden lion's heads
Game Of Thrones|203|Sansa|ignored|Septa Mordane
Game Of Thrones|204|Sansa Stark|is related to|Septa Mordane
Game Of Thrones|204|Clegane|is mocking|Sansa Stark
Game Of Thrones|206|Sandor Clegane|led|her
Game Of Thrones|206|Sandor Clegane|took|her safely all the way to the corridor outside her bedchamber
Game Of Thrones|207|Eddard Stark|looked at the face of|death
Game Of Thrones|207|Hugh Arry|was Jon Arry’s|squire for four years
Game Of Thrones|207|Ser Barristan Selmy|said as they looked down at|body in the back of the cart
Game Of Thrones|207|Ser Barristan Selmy|said after they were passing Ser Meryn’s shield|its paint sullied by a deep gash where Loras Tyrell’s lance had scarred the wood as he drove him from his saddle
Game Of Thrones|208|Robert Baratheon|drinks beer from|polished horn
Game Of Thrones|208|Robert Baratheon|swears|Seven hells!
Game Of Thrones|208|Robert Baratheon|let go his laughter|sudden as a storm
Game Of Thrones|208|Ned Stark|says|fat is it
Game Of Thrones|208|Sansa|age|golden curls
Game Of Thrones|208|fifteen years old|sandy haired with mustache|emerald green eyes of the queen)
Game Of Thrones|209|Robert|wants to hit|someone
Game Of Thrones|209|Ser Barristan Selmy|spoke up for|Robert
Game Of Thrones|210|Robert|loves|children
Game Of Thrones|211|Jaime Lannister|entered the lists|riding an elegant blood bay destrier
Game Of Thrones|213|Sansa|is wearing|rose
Game Of Thrones|213|Gregor Clegane|takes the point of his lance just in|Ser Loras Tyrell's chest
Game Of Thrones|214|King Robert Baratheon|said|STOP THIS MADNESS
Game Of Thrones|214|Robert|used|voice
Game Of Thrones|214|Robert|said|wordlessly
Game Of Thrones|214|Sandor Clegane|dropped|sword
Game Of Thrones|215|Arya|is sore all over|because of dancing
Game Of Thrones|215|Syrio Forel|teaches Arya|blindfolds and cartwheels
Game Of Thrones|216|Robert|has fathered|a daughter
Game Of Thrones|216|Varys|is a|friend
Game Of Thrones|217|Ned|will be|killed
Game Of Thrones|217|Varys|knew of|plot
Game Of Thrones|218|Robert Baratheon|has a little love for|sneaks and spies and eunuchs
Game Of Thrones|218|Cersei Lannister|whispers|""" Kill that man """
Game Of Thrones|218|Ilyn Payne|will snick my head off in a twinkling|and who will mourn poor Varys then?
Game Of Thrones|219|Ser Hugh|cut a gallant figure in|tourney
Game Of Thrones|219|Jon Arryn|had been Hand for|fourteen years
Game Of Thrones|219|why now?|Jon Arryn|asking questions?
Game Of Thrones|220|Tyron Lannister|is a|sellsword
Game Of Thrones|220|Tyrion Lannister|struggled up|road to rejoin captors
Game Of Thrones|221|Tyrion Lannister|was in|Winterfell
Game Of Thrones|222|Catelyn Stark|ordered that they ride|at once
Game Of Thrones|223|Catelyn Stark|drives|Tyrion Lannister
Game Of Thrones|223|Catelyn Stark|orders|Jyck
Game Of Thrones|223|Catelyn Stark|reminds|Ser Rodrik
Game Of Thrones|223|Tyrion Lannister|is bound by|his captors
Game Of Thrones|223|Tyrion Lannister|knows the Lady of Arry|Lady Whent
Game Of Thrones|223|Tyrion Lannister|has lost|horses
Game Of Thrones|223|Tyrion Lannister|sits on|rock
Game Of Thrones|223|Tyrion Lannister|plans to teach|Marillion
Game Of Thrones|223|Ser Willis Wode|is a|hedge knight
Game Of Thrones|223|Kurleket|is a|Bracken
Game Of Thrones|223|Lharys|is a|Bracken
Game Of Thrones|223|Mohor|is a|spear-bearer
Game Of Thrones|223|Chiggen|is a|sellsword
Game Of Thrones|223|Marillion|is an|oiler
Game Of Thrones|224|Tyrion|said|to Catelyn Stark
Game Of Thrones|224|Catelyn Stark|replied|to Tyrion
Game Of Thrones|225|Catelyn Stark|is a|prisoner
Game Of Thrones|225|Tyrion Lannister|is a|knight
Game Of Thrones|225|Ser Rodrik Cassel|is a|knight
Game Of Thrones|225|Marillion|is a|singer
Game Of Thrones|225|Mohor|is a|guard
Game Of Thrones|225|Lharys|is an|ungainly-looking man
Game Of Thrones|225|Bronn|is a|soldier
Game Of Thrones|225|Chiggen|is a|swordsman)
Game Of Thrones|226|Tyrion Lannister|rides with|Ser Rodrik Cassel
Game Of Thrones|226|Tyrion Lannister|kills|Clansman who charged at him
Game Of Thrones|227|Tyrion|fought in|battle
Game Of Thrones|227|Bronn|fought in|battle
Game Of Thrones|227|Chiggen|fought in|battle
Game Of Thrones|228|Stark|is in|battle
Game Of Thrones|228|Catelyn Stark|is in|battle
Game Of Thrones|228|Ser Willis Wode|is in|battle
Game Of Thrones|228|Rodrik|is in|battle
Game Of Thrones|228|Tyrion Lannister|is in|battle
Game Of Thrones|230|Arya|caught|Red Keep
Game Of Thrones|230|Arya|catches|black cat
Game Of Thrones|230|Arya|snatches up|roast quail
Game Of Thrones|230|Black cat|is a|tomcat
Game Of Thrones|230|Black cat|has eyes|wary
Game Of Thrones|230|Gold cloak|warns|Arya
Game Of Thrones|230|Tomcat|is a|black devil of a cat)
Game Of Thrones|231|Arya|is a|ragged boy
Game Of Thrones|231|Arya|is caught by|guards
Game Of Thrones|231|Arya|escapes from|prison
Game Of Thrones|232|Arya|is afraid of|monsters
Game Of Thrones|232|Hugging|knees|chest
Game Of Thrones|232|Brushing|fingertips|jaw
Game Of Thrones|234|Arya|is a|girl
Game Of Thrones|234|Arya|has fourteen|years
Game Of Thrones|235|Arya Stark|is|daughter of
Game Of Thrones|235|Arya Stark|lives in|Winterfell
Game Of Thrones|235|Arya Stark|was in|the sept
Game Of Thrones|235|Arya Stark|was in|the dungeons
Game Of Thrones|235|Arya Stark|was down in|this tunnel
Game Of Thrones|237|Eddard Stark|is a|father
Game Of Thrones|237|(Arya Stark|asked Yoren|how many guards does your father have?
Game Of Thrones|237|(Arya Stark|asked Desmond|would you let anyone kill him?
Game Of Thrones|237|Desmond|said Arya that her father has|Fifty.)
Game Of Thrones|238|Robert|is the king of|Westeros
Game Of Thrones|238|Ned|pleaded with Robert|hear what he was saying about murdering a child
Game Of Thrones|239|Renly|craves a|royal pardon
Game Of Thrones|240|Robert|commanded|Ned to do as he command
Game Of Thrones|240|Vayon Poole|steward|arrived
Game Of Thrones|241|Ned|sat|brooding
Game Of Thrones|241|Ned|thought of leaving|angered him as well
Game Of Thrones|242|Baelish|tries to protect|Targaryen girl
Game Of Thrones|242|Baelish|insults|honor
Game Of Thrones|242|Ned|insults|Littlefinger
Game Of Thrones|243|Stark|rules like|a man dancing on rotten ice
Game Of Thrones|243|Lord Stark|is amusing|murder
Game Of Thrones|244|Catelyn|is traveling with|Ser Donnel Waynwood
Game Of Thrones|244|Ser Donnel Waynwood|is a|stocky youth
Game Of Thrones|245|Lady Catelyn Stark|is with|Ser Donnel Wainwood
Game Of Thrones|245|Catelyn Stark|is sister to|Jon Snow
Game Of Thrones|245|Catelyn Stark|is with|Ser Donnel Wainwood
Game Of Thrones|245|Ser Brynden Tully|is uncle to|Catelyn Stark
Game Of Thrones|246|Catelyn|likes|mountain
Game Of Thrones|246|Catelyn|tells|Ser Donnel that they should be honored to have them as guests
Game Of Thrones|246|Ser Rodrik Cassel|looks weary|Catelyn feared he might fall off his horse
Game Of Thrones|246|Marillion|rides forward|asks permission to accompany Catelyn and the party to the Eyrie
Game Of Thrones|247|Lord Hoster Tully|is a brother of|Brynden Tully
Game Of Thrones|247|Brynden Tully|was in|the war as a child
Game Of Thrones|247|Brynden Tully|listened|laughing at their triumphs and sympathizing with their childish misfortunes
Game Of Thrones|247|Catelyn|is a niece of|Lord Hoster Tully
Game Of Thrones|248|Lysa Arryn|is afraid|of Lannisters
Game Of Thrones|249|The road widened and grew straight|and for the first time Catelyn noticed wildflowers and grasses growing. Once they reached the valley floor|the going was faster and they made good time
Game Of Thrones|250|Mya Stone|has a name|Mya Stone
Game Of Thrones|251|Nestor|is a|Lord
Game Of Thrones|251|Mya|is a|clever girl
Game Of Thrones|251|Mya|will marry|Mychel Redfort
Game Of Thrones|251|Catelyn|is a|Tully
Game Of Thrones|251|Catelyn|is married to|a Stark
Game Of Thrones|251|Redfort|is in love with|Mya
Game Of Thrones|251|Mychel Redfort|is squire to|Ser Lyn Corbray
Game Of Thrones|252|Stone|is a|fortress
Game Of Thrones|252|Snow|is a|fortress
Game Of Thrones|252|Mya|commands the waycastle at|Stone
Game Of Thrones|252|Catelyn|eats standing in the yard|as stablehands move their saddles
Game Of Thrones|254|Catelyn|is|Lady Stark
Game Of Thrones|254|Lysa|has not changed from|her sister
Game Of Thrones|254|Ser Vardis Egen|is|captain of Jon Arryn's household guard
Game Of Thrones|257|Ned Stark|is a|Lord
Game Of Thrones|257|Ned Stark|is in|King's Landing
Game Of Thrones|258|Robert|is a|bastard
Game Of Thrones|258|Edward Stark|is a|man
Game Of Thrones|258|Jon Snow|is a|young boy
Game Of Thrones|258|Catelyn Stark|is a|woman
Game Of Thrones|258|Lyanna Stark|died|of a fever
Game Of Thrones|258|Ned Stark|made|promises
Game Of Thrones|258|Robert Stark|promised|undying love and forgot it
Game Of Thrones|258|Chataya|gave|half a year
Game Of Thrones|258|Baelish|knows of|Robert’s bastards
Game Of Thrones|259|Ned Stark|is the king's hand of|Lannister
Game Of Thrones|261|Littlefinger|found|Jory Cassel body
Game Of Thrones|261|Gold cloaks|found|litter
Game Of Thrones|261|Ned Stark|remembered seeing|Red Keep
Game Of Thrones|262|Dany|is|Dothraki
Game Of Thrones|262|Khal Drogo|offers|Viserys a place in a cart
Game Of Thrones|262|Viserys|sneers at|the men of her khas
Game Of Thrones|264|Khal Drogo|leads|bloodriders
Game Of Thrones|265|Dothraki|do not build|palaces
Game Of Thrones|265|Khals|put aside their feuds|in sight of Mother of Mountains
Game Of Thrones|266|Daenerys|is pregnant with|Viserys
Game Of Thrones|266|Dany|dreams of|Drogo
Game Of Thrones|266|Jhiqui|bathes|Dany
Game Of Thrones|266|Irri|buys|meat and fruit for supper
Game Of Thrones|267|Dany|has given to|Viserys
Game Of Thrones|268|Viserys|is a|king
Game Of Thrones|268|Dany|likes to sit|cross-legged on her sleeping mats
Game Of Thrones|268|Dany|said|I’m not hungry
Game Of Thrones|268|Dany|cradled|sandsilk cloak and egg
Game Of Thrones|268|Dany|whispered to egg|You are the dragon
Game Of Thrones|268|Jhiqui|announced|supper is ready
Game Of Thrones|268|Irri|fetched|dragon egg with green shell
Game Of Thrones|269|Bran|is a|knight
Game Of Thrones|269|Robb|is a|lord
Game Of Thrones|269|Dancer|is a|chestnut horse
Game Of Thrones|269|Summer|is a|horse
Game Of Thrones|269|Grey Wind|is a|wolf
Game Of Thrones|269|Theon Greyjoy|is a|guard
Game Of Thrones|269|master of horse|is in|charge
Game Of Thrones|269|Maester Luwin|is in|service to
Game Of Thrones|271|Robb|was a|Lord of Winterfell
Game Of Thrones|271|Jory Cassel|was a captain|household guard
Game Of Thrones|271|Father|was caught beneath|falling horse in the fight
Game Of Thrones|271|Theon Greyjoy|thinks|call the banners
Game Of Thrones|272|Robb|dismounted|water
Game Of Thrones|272|Bran|waded back|water
Game Of Thrones|272|Bran|dreaming of|climbing trees
Game Of Thrones|273|Bran|is a|a Lord of Winterfell
Game Of Thrones|273|Bran|turned his head|saw two others behind him
Game Of Thrones|273|Bran|surcoat is new|dark grey wool with silver buttons
Game Of Thrones|273|Second man|said “And what would they be guarding|my little lord”
Game Of Thrones|274|Bran Stark|is worth|nothing dead
Game Of Thrones|274|Robb Stark|is mounted|an elk carcass
Game Of Thrones|274|Robb Stark|whistled|Grey Wind and Summer
Game Of Thrones|274|Osha|leveled a spear at|Bran Stark
Game Of Thrones|274|Hali|mocked|Bran Stark
Game Of Thrones|275|Robb|kicked|horse
Game Of Thrones|275|Robb|charged|woman
Game Of Thrones|275|Big man|ran from|carnage
Game Of Thrones|275|Big man|dropped|sword arm
Game Of Thrones|275|Grey Wind|emerged|dripping wet
Game Of Thrones|275|Grey Wind|going for throat|running man
Game Of Thrones|276|Robb Stark|is a|heir to Winterfell
Game Of Thrones|276|Osha|is a|warrioress
Game Of Thrones|276|Theon Greyjoy|is a|archer
Game Of Thrones|276|Father's guardsmen|are members of|Father's guardsmen
Game Of Thrones|276|Joseth|is a|horseman
Game Of Thrones|276|person|has|two legs
Game Of Thrones|276|person|is covered in|hair
Game Of Thrones|276|person|breathes|air
Game Of Thrones|277|Robb|is angry at|Greyjoy
Game Of Thrones|277|Robb|said|"""Mine? What would I do with an oathbreaker?"""
Game Of Thrones|277|Osha|said|"""Give me my life"""
Game Of Thrones|277|Theon|said|"""Give her to the wolves"""
Game Of Thrones|278|Osha|has a name|Osha
Game Of Thrones|278|Bran|told|Mance Rayder
Game Of Thrones|278|Robb|asked|her
Game Of Thrones|279|Mord|gave Tyrion|food
Game Of Thrones|279|Tyrion|kicked|Mord
Game Of Thrones|280|Tyron|is a|dwarf
Game Of Thrones|280|Tyron|is imprisoned in|sky cells
Game Of Thrones|280|Tyron|was looked down on by|Tyrion Lannister
Game Of Thrones|281|Tyrion|knows|Lysa Arryn
Game Of Thrones|281|Tyrion|knows|Lord Stark
Game Of Thrones|281|Tyrion|is a|dwarf
Game Of Thrones|281|Tyrion|has|stunted legs
Game Of Thrones|281|Lysa Arryn|has|half-sane weakling son
Game Of Thrones|281|Lysa Arryn|is from|the Eyrie
Game Of Thrones|282|Lysa Arryn|wants to humble|Tyrion Lannister
Game Of Thrones|283|Tyrion|needs|delivery
Game Of Thrones|283|Tyrion|delivers|message
Game Of Thrones|283|Tyrion|wants|gold
Game Of Thrones|283|Mord|has|leather strap
Game Of Thrones|284|Tyrion|has|cloak
Game Of Thrones|284|Tyrion|is wearing|black silk
Game Of Thrones|285|Catelyn Stark|is accusing Ty rion Lannister of sending a hired knife to slay her son Bran in his bed and conspiring to murder Lord Jon Arryn|the Hand of the King
Game Of Thrones|286|Tyrion|is accused of|crimes
Game Of Thrones|286|Lysa Arryn|demands a trial by|combat
Game Of Thrones|287|Bronn|will stand for|Imp
Game Of Thrones|287|Imp|will find a man to kill for|Tyrion
Game Of Thrones|287|Lysa Arryn|denied a champion to|Imp
Game Of Thrones|289|Stark|is in|Tower of the Hand
Game Of Thrones|289|Alyn|is a|steward
Game Of Thrones|289|Vayon Poole|is a|steward
Game Of Thrones|290|Jory|was buried|far to the south
Game Of Thrones|291|Robert|is a|king
Game Of Thrones|291|Catelyn|is a|lady
Game Of Thrones|291|Starks|have driven off|Jaime
Game Of Thrones|291|Starks|have seized|Tyrion
Game Of Thrones|291|Edward|is the Hand of|Robert
Game Of Thrones|292|Cersei Lannister|was hit by|Robert
Game Of Thrones|292|Robert|hit Cersei Lannister with|a vicious backhand blow to the side of the head
Game Of Thrones|292|Robert|shouted for a guard to help|Cersei Lannister
Game Of Thrones|292|Robert|seated himself|cradling his wine cup
Game Of Thrones|294|Catelyn|is a|woman
Game Of Thrones|294|Catelyn|descends stairs of|Eyrie
Game Of Thrones|294|Catelyn|has heard of|Edmure
Game Of Thrones|294|Lysa|is an aunt to|Catelyn
Game Of Thrones|294|Lysa|opens apartments over|garden
Game Of Thrones|294|Maester Colemon|tells Catelyn of|letter from Edmure
Game Of Thrones|295|Imp|demanded a trial by|combat
Game Of Thrones|295|Lord Hunter|is the kind lord who sent for|the wine from his own cellars
Game Of Thrones|296|Maester Colemon|is|Master of the Coin
Game Of Thrones|296|Lysa Stark|stalked|across the terrace
Game Of Thrones|297|Lannister|b etween|Ser Vardis Egen and Bronn
Game Of Thrones|297|Robert Arryn|Lord of the Eyrie and Defender of the Vale|fidgeting impatiently in his elevated chair
Game Of Thrones|297|Ser Vardis|held out a gauntleted hand|double-edged longsword
Game Of Thrones|299|Ser Vardis|is fighting|Bronn
Game Of Thrones|299|Bronn|is a|sellsword
Game Of Thrones|299|Lysa|is helping|nurse
Game Of Thrones|299|Edmure|called on|Littlefinger
Game Of Thrones|299|Lord Hunter|shouted|too late
Game Of Thrones|300|Vardis|is a|knight
Game Of Thrones|300|Vardis|has a|scarred shield
Game Of Thrones|300|Vardis|commands|Catelyn
Game Of Thrones|300|Vardis|has a|beaked visor
Game Of Thrones|300|Vardis|commands|Ser Rodrik
Game Of Thrones|300|Vardis|lost his|balance
Game Of Thrones|300|Vardis|has a|right arm
Game Of Thrones|300|Vardis|had a|steel song
Game Of Thrones|300|Vardis|was pinned beneath|broken torso
Game Of Thrones|300|Ser Vardis|struck|blind
Game Of Thrones|300|Bronn lifted his|blade with all his weight behind it|under the arm and through the ribs
Game Of Thrones|301|Lysa|ordered|guards
Game Of Thrones|301|Tyrion Lannister|is a|dwarf
Game Of Thrones|302|Toad|is a|man of Night's Watch
Game Of Thrones|302|Stone Head|is a|man of Night's Watch
Game Of Thrones|302|Aurochs|is a|man of Night's Watch
Game Of Thrones|302|Lover|is a|man of Night's Watch
Game Of Thrones|302|Pimple|is a|man of Night's Watch
Game Of Thrones|302|Monkey|is a|man of Night's Watch
Game Of Thrones|302|Ser Loon|is a|man of Night's Watch
Game Of Thrones|302|Jon|is a|man of Night's Watch
Game Of Thrones|302|Samwell Tarly|is a|man of Night's Watch
Game Of Thrones|305|Maester Aemon|is a|maester
Game Of Thrones|305|Jon Snow|has come calling at|midnight
Game Of Thrones|305|Jon Snow|told Maester Aemon about|Samwell Tarly
Game Of Thrones|305|Samwell Tarly|will be|wounded or sick
Game Of Thrones|305|Chett|is a|black brother
Game Of Thrones|308|Tyrion|is a|dwarf
Game Of Thrones|308|Tyrion|is gathering|deadwood
Game Of Thrones|308|Tyrion|asks about a|fire
